ID: 2020-03-06 17:09:24.957683	Date: 2020-03-06 17:09:24	Runs: 10
=================================================================================================================
Run: 0
Iter	Gbest	AvrFit	Diver	ETime	
58	4.0000	2.4800	0.8522	1216810.2794
59	4.0000	2.5000	0.8578	1238867.4207
Pos: [349.5555716383152, 471.6790249712707, -23.984800528988014, 0.9071823688204695]

Run: 3
Iter	Gbest	AvrFit	Diver	ETime	
0	1.0000	0.0200	1.0000	25852.7939
1	1.0000	0.0400	0.9819	38129.3824
2	2.0000	0.1000	0.9727	50129.9520
3	2.0000	0.1000	0.9888	61459.2056
4	2.0000	0.1200	0.9569	76613.9987
5	2.0000	0.1200	0.9558	88958.8528
6	2.0000	0.1200	0.9835	101937.8331
7	2.0000	0.1800	0.9503	117318.0079
8	2.0000	0.2600	0.9343	132064.9998
9	2.0000	0.3400	0.8937	145833.2226
10	2.0000	0.3400	0.8607	159621.4352
11	2.0000	0.4800	0.8654	177125.1884
12	2.0000	0.5600	0.8339	194221.1599
13	3.0000	0.6800	0.8475	213437.5787
14	3.0000	0.7200	0.8736	232716.5079
15	3.0000	0.8200	0.8631	252259.2230
16	3.0000	0.8600	0.8180	270805.6517
17	3.0000	0.9600	0.7793	289151.4866
18	4.0000	1.1200	0.7620	310343.3723
19	4.0000	1.1600	0.7545	334093.8997
20	4.0000	1.2200	0.7476	357489.4733
21	4.0000	1.2600	0.7499	380813.2133
22	4.0000	1.3000	0.7427	405104.4326
23	4.0000	1.4000	0.7537	429999.7723
24	4.0000	1.4600	0.7425	454045.3002
25	4.0000	1.5600	0.7454	476609.1938
26	4.0000	1.6200	0.7373	500256.3448
27	4.0000	1.6800	0.7510	524221.4141
28	4.0000	1.7400	0.7345	548436.1172
29	4.0000	1.7800	0.7349	572000.8862
30	4.0000	1.8800	0.7187	596080.0867
31	4.0000	1.9800	0.7014	620567.5249
32	4.0000	2.0200	0.6923	644219.0578
33	4.0000	2.1400	0.6825	669235.6150
34	4.0000	2.2600	0.6858	694836.8597
35	4.0000	2.2800	0.6868	718376.9817
36	4.0000	2.3200	0.6958	741821.8279
37	4.0000	2.3200	0.6905	766800.5023
38	4.0000	2.3400	0.6905	792235.1754
39	4.0000	2.3600	0.6958	816880.0511
40	4.0000	2.4200	0.6949	841363.6968
41	5.0000	2.5200	0.6733	866094.0711
42	5.0000	2.5400	0.6754	891215.3940
43	5.0000	2.5600	0.6646	913766.2625
44	5.0000	2.6200	0.6628	938406.0295
45	5.0000	2.6400	0.6516	963398.8185
46	5.0000	2.6800	0.6600	988388.7169
47	5.0000	2.7000	0.6778	1013375.2351
48	5.0000	2.7400	0.6740	1037358.3081
49	5.0000	2.7600	0.6659	1061081.3591
50	5.0000	2.8200	0.6661	1086137.7666
51	5.0000	2.8800	0.6696	1110256.1014
52	5.0000	2.9600	0.6682	1136029.7205
53	5.0000	3.0200	0.6831	1161277.7951
54	5.0000	3.0200	0.6788	1186616.0867
55	5.0000	3.0400	0.6709	1212532.0070
56	5.0000	3.0800	0.6652	1237900.5601
57	5.0000	3.1000	0.6621	1263618.8555
58	5.0000	3.1400	0.6573	1288494.3419
59	5.0000	3.1600	0.6634	1314084.6939
Pos: [1636.8092290687875, 1053.7370563036811, -1.061851816862699, 0.8162764826480972]

Run: 4
Iter	Gbest	AvrFit	Diver	ETime	
0	1.0000	0.0600	1.0000	26811.7180
1	1.0000	0.0800	1.0000	40082.8476
2	1.0000	0.0800	0.9930	49388.9961
3	1.0000	0.1000	1.0000	62020.8395
4	1.0000	0.1200	0.9893	73297.3061
5	1.0000	0.1400	0.9747	84108.8107
6	1.0000	0.1600	0.9331	93078.9099
7	1.0000	0.1800	0.9560	101801.2614
8	1.0000	0.2200	0.9596	113112.8886
9	2.0000	0.2600	0.9540	124343.9262
10	2.0000	0.2800	0.9350	138521.2021
11	4.0000	0.3600	0.9431	151310.0691
12	4.0000	0.4800	0.9298	166462.9276
13	4.0000	0.5600	0.9105	181313.3821
14	4.0000	0.5800	0.8277	199627.1434
15	4.0000	0.6200	0.8499	215568.3434
16	4.0000	0.7200	0.9065	231215.7955
17	4.0000	0.9000	0.8598	249409.7087
18	4.0000	0.9200	0.8996	268148.4046
19	4.0000	1.0600	0.7884	286808.9221
20	4.0000	1.1400	0.7910	306271.6689
21	4.0000	1.1800	0.7769	327816.6451
22	4.0000	1.2800	0.7649	349320.3709
23	4.0000	1.4200	0.7531	369407.7177
24	4.0000	1.4600	0.7683	390448.7526
25	4.0000	1.5800	0.7491	411498.5235
26	4.0000	1.7400	0.7252	434466.7163
27	4.0000	1.8600	0.7090	458074.1723
28	4.0000	2.0800	0.6849	480587.8582
29	4.0000	2.2000	0.6831	504587.4093
30	4.0000	2.2800	0.6699	526602.1419
31	4.0000	2.4000	0.6624	550113.4207
32	6.0000	2.5400	0.6702	572804.6412
33	6.0000	2.7600	0.6485	597333.6549
34	6.0000	2.8600	0.6319	621872.6261
35	6.0000	2.8600	0.6258	646679.5716
36	6.0000	2.8800	0.6131	670226.2566
37	6.0000	3.0200	0.5770	694162.6196
38	6.0000	3.1200	0.5922	719246.4976
39	6.0000	3.2000	0.5965	744097.8320
40	6.0000	3.3400	0.6002	769114.3436
41	6.0000	3.4200	0.5986	792527.1900
42	6.0000	3.4600	0.5831	817539.7992
43	6.0000	3.4800	0.5821	841721.4923
44	6.0000	3.5200	0.5848	866714.6056
45	6.0000	3.5400	0.5896	892284.5333
46	6.0000	3.5400	0.5905	916398.2465
47	6.0000	3.6000	0.5822	941902.6425
48	6.0000	3.6800	0.5788	966967.4478
49	6.0000	3.6800	0.5722	992034.9829
50	6.0000	3.7200	0.5686	1017654.0689
51	6.0000	3.7200	0.5664	1042312.3274
52	6.0000	3.7400	0.5594	1067283.2458
53	6.0000	3.7400	0.5676	1092854.7075
54	6.0000	3.8000	0.5576	1117531.8074
55	6.0000	3.8000	0.5531	1141671.1466
56	6.0000	3.8400	0.5651	1166864.3370
57	6.0000	3.8600	0.5638	1192347.8644
58	6.0000	3.8800	0.5634	1217300.5257
59	6.0000	3.9400	0.5408	1242499.4586
Pos: [399.18401547906353, 618.7603993411996, -2.1370782552252603, 0.9598525959438385]

Run: 5
Iter	Gbest	AvrFit	Diver	ETime	
0	2.0000	0.1800	1.0000	26027.6856
1	2.0000	0.2400	0.9693	41136.0011
2	2.0000	0.2400	0.9770	55366.7688
3	2.0000	0.2600	1.0000	69590.5533
4	2.0000	0.2600	0.9857	85002.3613
5	2.0000	0.3000	0.9850	99888.4315
6	2.0000	0.3400	0.9922	115837.8322
7	2.0000	0.3600	0.9527	131802.2995
8	2.0000	0.3800	0.9825	147287.8823
9	2.0000	0.4600	0.9833	165897.5940
10	3.0000	0.5800	0.9331	182747.5576
11	3.0000	0.6800	0.9755	200667.8534
12	3.0000	0.8000	0.9555	218453.3567
13	3.0000	0.8600	0.9406	237558.9993
14	3.0000	0.8800	0.9348	258763.2887
15	3.0000	0.8800	0.9089	282522.4051
16	3.0000	0.9800	0.9141	306391.8154
17	3.0000	1.2200	0.8644	329826.2224
18	3.0000	1.2400	0.8603	353717.1514
19	3.0000	1.3400	0.8563	376691.3109
20	3.0000	1.3600	0.8690	400137.1346
21	5.0000	1.5000	0.8704	422035.0525
22	5.0000	1.5200	0.8651	444508.4131
23	5.0000	1.5800	0.8547	469008.7156
24	5.0000	1.6600	0.8469	492589.7007
25	5.0000	1.7600	0.8053	517055.6324
26	5.0000	1.8400	0.7851	541139.1859
27	5.0000	1.9200	0.7804	564595.2260
28	5.0000	1.9800	0.7797	590137.8591
29	5.0000	2.0200	0.7883	613630.4440
30	5.0000	2.0400	0.8071	638190.5084
31	5.0000	2.0600	0.8211	663110.2262
32	5.0000	2.1200	0.8133	687110.8341
33	5.0000	2.1800	0.8011	711139.0388
34	5.0000	2.2000	0.7983	736297.5211
35	5.0000	2.2000	0.8042	761524.0347
36	5.0000	2.2000	0.8175	784574.8320
37	5.0000	2.2400	0.8104	808476.2695
38	5.0000	2.3200	0.7931	833541.8890
39	5.0000	2.3200	0.7863	858144.8717
40	5.0000	2.3800	0.7903	882942.9188
41	5.0000	2.3800	0.8003	908233.6004
42	5.0000	2.3800	0.8083	932460.1452
43	5.0000	2.4400	0.8057	957074.6148
44	5.0000	2.4400	0.8063	980305.8157
45	5.0000	2.4400	0.7821	1001868.6221
46	5.0000	2.5000	0.7811	1026981.0789
47	5.0000	2.5400	0.7845	1050607.6820
48	5.0000	2.5800	0.7803	1075628.1374
49	5.0000	2.5800	0.7820	1099091.8419
50	5.0000	2.6200	0.7824	1122020.4618
51	5.0000	2.6400	0.7737	1145212.6949
52	5.0000	2.6400	0.7743	1169827.7380
53	5.0000	2.6800	0.7757	1193592.9496
54	5.0000	2.6800	0.7667	1217108.1583
55	5.0000	2.6800	0.7464	1241120.9769
56	5.0000	2.6800	0.7297	1264740.3526
57	5.0000	2.6800	0.7304	1289336.8859
58	5.0000	2.6800	0.7303	1313966.2848
59	5.0000	2.6800	0.7275	1337710.8598
Pos: [1617.7908299541857, 1605.8970558798865, -25.06677142307735, 0.6038363293262046]

Run: 6
Iter	Gbest	AvrFit	Diver	ETime	
0	1.0000	0.0400	1.0000	25257.6704
1	1.0000	0.0600	0.9906	37761.3993
2	1.0000	0.1000	1.0000	49905.2000
3	1.0000	0.1600	0.9893	61081.8517
4	2.0000	0.2400	0.9910	73173.7320
5	2.0000	0.3000	0.9878	84694.2859
6	3.0000	0.3800	0.9725	98463.2425
7	3.0000	0.3800	0.9774	107013.1819
8	3.0000	0.4800	0.9812	119618.2821
9	3.0000	0.4800	0.9927	133101.7487
10	3.0000	0.4800	0.9970	145798.1162
11	3.0000	0.5200	0.9834	158896.4505
12	3.0000	0.5400	0.9533	172599.3698
13	3.0000	0.5800	0.9411	187078.8922
14	3.0000	0.6200	0.9590	199696.1749
15	3.0000	0.7200	0.9223	211581.3138
16	3.0000	0.7400	0.9298	225953.9745
17	3.0000	0.7600	0.9504	240975.3957
18	3.0000	0.7800	0.9384	256033.8352
19	3.0000	0.8200	0.9545	272123.3981
20	3.0000	0.8400	0.9429	288587.1911
21	4.0000	0.9200	0.9559	304929.3005
22	4.0000	0.9800	0.9373	320323.2002
23	4.0000	1.0200	0.9429	337037.7169
24	4.0000	1.0600	0.9255	355963.6025
25	4.0000	1.1200	0.9281	375391.2821
26	4.0000	1.1400	0.9363	393858.6812
27	4.0000	1.2200	0.8892	412238.3099
28	4.0000	1.3400	0.8599	431633.0316
29	4.0000	1.3800	0.8902	452634.4435
30	4.0000	1.4000	0.8947	470642.7636
31	4.0000	1.5000	0.8840	490150.4657
32	4.0000	1.5000	0.8784	511248.6103
33	4.0000	1.5400	0.8677	534866.2505
34	4.0000	1.6600	0.8745	556857.6665
35	4.0000	1.7200	0.8526	578804.8940
36	4.0000	1.8000	0.8482	599799.3681
37	4.0000	1.9400	0.8625	621362.4504
38	4.0000	1.9600	0.8711	644394.0189
39	4.0000	2.0000	0.8699	665365.4482
40	4.0000	2.0800	0.8691	687805.6114
41	4.0000	2.1400	0.8530	711375.5798
42	4.0000	2.1800	0.8511	732418.3619
43	4.0000	2.2400	0.8462	755041.2955
44	4.0000	2.3400	0.8488	776582.6540
45	4.0000	2.3600	0.8466	796630.1618
46	4.0000	2.4600	0.8152	815992.0964
47	4.0000	2.4800	0.8193	838883.1916
48	4.0000	2.5600	0.7934	862584.8305
49	4.0000	2.6400	0.7891	883246.4468
50	4.0000	2.6400	0.7796	906182.8749
51	4.0000	2.8000	0.7508	928256.1684
52	4.0000	2.8600	0.7494	950307.4181
53	4.0000	2.9600	0.7371	970339.0675
54	5.0000	3.0200	0.7312	991275.9826
55	5.0000	3.0400	0.7130	1013261.5511
56	5.0000	3.1400	0.6833	1035912.0159
57	5.0000	3.2000	0.6578	1056594.7342
58	5.0000	3.2200	0.6541	1077610.7247
59	5.0000	3.2600	0.6547	1098655.9403
Pos: [482.22676285753636, 491.04349701699573, -58.12688873821407, 0.8515771401627326]

Run: 7
Iter	Gbest	AvrFit	Diver	ETime	
0	1.0000	0.0200	1.0000	26218.9581
1	2.0000	0.0600	1.0000	37484.8533
2	2.0000	0.1000	1.0000	49305.5139
3	2.0000	0.1000	0.9842	60103.8806
4	2.0000	0.1200	1.0000	72246.2189
5	2.0000	0.1800	0.9477	81666.4815
6	2.0000	0.2000	0.9411	96140.9945
7	2.0000	0.2600	0.9372	111249.8398
8	2.0000	0.3400	0.8878	124271.6367
9	2.0000	0.4400	0.8969	139468.5674
10	2.0000	0.4400	0.8951	154494.7391
11	2.0000	0.5800	0.8619	171497.8964
12	2.0000	0.6000	0.8758	189051.0800
13	2.0000	0.6800	0.9011	203480.4726
14	3.0000	0.7400	0.9072	220156.8191
15	3.0000	0.8200	0.9004	238628.4888
16	3.0000	0.8800	0.8803	260000.6275
17	3.0000	0.8800	0.8339	279435.6041
18	3.0000	0.9200	0.8381	301920.8374
19	3.0000	0.9800	0.8235	325406.1422
20	3.0000	1.1400	0.8195	347335.2284
21	4.0000	1.3600	0.8002	370472.2683
22	4.0000	1.4400	0.7735	394145.3609
23	4.0000	1.5800	0.7619	415900.0535
24	4.0000	1.7200	0.7412	439290.2672
25	4.0000	1.7600	0.7406	461262.1555
26	4.0000	1.8400	0.7534	484179.5805
27	4.0000	1.9000	0.7477	507709.3034
28	4.0000	2.0200	0.7260	529152.4010
29	4.0000	2.0800	0.7323	552077.8062
30	4.0000	2.1400	0.7256	576633.5566
31	4.0000	2.2000	0.7352	601103.9145
32	5.0000	2.2400	0.7516	623718.1215
33	5.0000	2.2800	0.7590	648542.6226
34	5.0000	2.3200	0.7270	671921.7761
35	5.0000	2.3600	0.7276	696386.5697
36	5.0000	2.4200	0.7242	719407.2216
37	5.0000	2.4600	0.7141	743408.2775
38	5.0000	2.4800	0.7118	767846.1778
39	5.0000	2.5200	0.7117	789895.9291
40	5.0000	2.5400	0.6968	813354.0187
41	5.0000	2.5400	0.6907	836974.0076
42	5.0000	2.5800	0.6803	860022.2139
43	5.0000	2.5800	0.6813	884150.8489
44	5.0000	2.6000	0.6817	905613.0619
45	5.0000	2.6200	0.6733	930295.2466
46	5.0000	2.6400	0.6779	953345.6132
47	5.0000	2.6600	0.6808	975910.4917
48	5.0000	2.7000	0.6850	999299.2833
49	5.0000	2.7000	0.6836	1022451.6869
50	5.0000	2.7200	0.6840	1044587.0464
51	5.0000	2.7400	0.6846	1066736.4466
52	5.0000	2.7600	0.6881	1089917.3925
53	5.0000	2.7600	0.6881	1114002.1191
54	5.0000	2.7800	0.6968	1137550.7104
55	5.0000	2.8000	0.7003	1159621.5937
56	5.0000	2.8000	0.6962	1183845.7716
57	5.0000	2.8200	0.6842	1207192.1513
58	5.0000	2.8400	0.6840	1229329.0613
59	5.0000	2.8400	0.6805	1250764.9803
Pos: [1507.5726283984338, 1605.4365181616722, -20.435894920666613, 0.571716661894516]

Run: 8
Iter	Gbest	AvrFit	Diver	ETime	
0	3.0000	0.1000	1.0000	29518.4240
1	3.0000	0.1400	0.9878	44740.2408
2	3.0000	0.1800	0.9649	58658.2992
3	3.0000	0.1800	0.9333	70592.0269
4	3.0000	0.2600	0.9483	84442.7099
5	3.0000	0.3200	0.9634	99999.8484
6	3.0000	0.3800	0.9958	116092.1922
7	3.0000	0.4000	0.9763	135584.5630
8	3.0000	0.4600	0.9822	150753.4251
9	3.0000	0.4800	0.9136	167270.0961
10	3.0000	0.5000	0.9403	182075.0537
11	3.0000	0.6000	0.9547	199680.1462
12	3.0000	0.6400	0.9149	218498.4181
13	3.0000	0.6600	0.8896	237200.1534
14	3.0000	0.7200	0.9002	257382.7372
15	3.0000	0.7800	0.8751	274194.4664
16	3.0000	0.9000	0.8605	295812.0637
17	3.0000	0.9400	0.8619	315974.6444
18	3.0000	1.0800	0.8457	337543.3426
19	3.0000	1.2000	0.8389	360092.9506
20	3.0000	1.2800	0.8090	382660.6727
21	3.0000	1.2800	0.7961	405673.0013
22	3.0000	1.3800	0.7817	428109.1399
23	3.0000	1.4200	0.7852	450577.6391
24	3.0000	1.5000	0.7850	473687.9158
25	3.0000	1.5000	0.7899	496650.1629
26	3.0000	1.5600	0.7622	518191.1993
27	3.0000	1.5800	0.7266	542217.3221
28	3.0000	1.6800	0.6941	565738.3888
29	3.0000	1.8000	0.6923	588792.2001
30	3.0000	1.9000	0.6768	613574.4832
31	3.0000	1.9200	0.6822	638233.2444
32	3.0000	1.9800	0.7013	661568.4619
33	3.0000	1.9800	0.6875	685428.4551
34	3.0000	2.0400	0.6638	709599.2780
35	3.0000	2.1400	0.6556	734232.0974
36	3.0000	2.1400	0.6559	758808.1756
37	4.0000	2.2000	0.6609	780879.2841
38	4.0000	2.2200	0.6604	804951.1960
39	4.0000	2.3000	0.6689	829032.6066
40	4.0000	2.3600	0.6618	854062.2737
41	4.0000	2.4000	0.6687	879589.5298
42	4.0000	2.4400	0.6676	904525.8996
43	4.0000	2.4400	0.6672	928015.0807
44	4.0000	2.4600	0.6722	953105.9937
45	4.0000	2.5000	0.6715	977611.8734
46	4.0000	2.5200	0.6723	1000885.8824
47	4.0000	2.5200	0.6713	1025599.8025
48	4.0000	2.5200	0.6727	1050354.9223
49	4.0000	2.5800	0.6688	1074531.7514
50	4.0000	2.6000	0.6593	1100280.1127
51	4.0000	2.6000	0.6520	1124037.8141
52	4.0000	2.6200	0.6582	1149059.4058
53	4.0000	2.6200	0.6570	1172019.2194
54	4.0000	2.6400	0.6502	1195862.4146
55	4.0000	2.6400	0.6496	1220079.5052
56	4.0000	2.6400	0.6444	1244635.8619
57	4.0000	2.7000	0.6455	1268732.2352
58	4.0000	2.7200	0.6563	1292643.0850
59	4.0000	2.7400	0.6696	1316756.2420
Pos: [1643.0760462044177, 1614, -17.42112695743268, 0.8491271758311234]

Run: 9
Iter	Gbest	AvrFit	Diver	ETime	
0	2.0000	0.1000	1.0000	25518.3759
1	2.0000	0.1400	0.9961	36293.2057
2	2.0000	0.1600	0.9945	48940.9056
3	2.0000	0.1800	0.9916	61204.3622
4	2.0000	0.2400	0.9683	75597.8053
5	3.0000	0.3600	0.9527	90505.5807
6	3.0000	0.4600	0.9415	106477.4728
7	3.0000	0.5200	0.9135	125984.3123
8	3.0000	0.5400	0.9392	143919.0161
9	3.0000	0.6000	0.9297	163246.1016
10	3.0000	0.7200	0.8977	183231.3848
11	3.0000	0.8400	0.8826	201731.9705
12	3.0000	0.9200	0.8572	222794.3182
13	3.0000	1.0400	0.8691	244320.2872
14	3.0000	1.1200	0.8575	268788.1694
15	3.0000	1.2400	0.8431	292633.8341
16	3.0000	1.3000	0.8371	314453.1932
17	3.0000	1.3800	0.8042	336888.1850
18	4.0000	1.5000	0.8172	358559.9122
19	4.0000	1.5800	0.8340	381183.7325
20	4.0000	1.6400	0.8236	402605.7365
21	4.0000	1.6400	0.8262	426292.8655
22	4.0000	1.8000	0.8180	451059.4013
23	4.0000	1.8600	0.8241	474863.8096
24	4.0000	1.9200	0.8358	498667.0394
25	4.0000	1.9600	0.8222	523095.2363
26	4.0000	2.0000	0.8085	547413.4250
27	4.0000	2.0600	0.8156	571735.4848
